"","species","labels"
"784","Furcraea macdougalii","LC"
"785","Fuscospora alessandri","EN"
"786","Garrya laurifolia","LC"
"787","Gaussia gomez","EN"
"788","Gaylussacia pseudogaultheria","LC"
"789","Geissanthus ambiguus","LC"
"790","Geissospermum urceolatum","LC"
"791","Geonoma deversa","LC"
"792","Geonoma interrupta","LC"
"793","Geonoma pohliana","LC"
"794","Geonoma schottiana","LC"
"795","Geonoma undata","LC"
"796","Gleditsia amorphoides","LC"
"797","Glossostipula concinna","LC"
"798","Glossostipula strigosa","VU"
"799","Grajalesia fasciculata","LC"
"800","Griselinia ruscifolia","LC"
"801","Guadua amplexifolia","LC"
"802","Guadua angustifolia","LC"
"803","Guadua calderoniana","LC"
"804","Guadua chacoensis","LC"
"805","Guadua magna","EN"
"806","Guadua paraguayana","LC"
"807","Guadua refracta","LC"
"808","Guadua tagoara","LC"
"809","Guadua trinii","LC"
"810","Guadua velutina","EN"
"811","Guadua virgata","EN"
"812","Guapira areolata","LC"
"813","Guapira campestris","LC"
"814","Guapira hirsuta","LC"
"815","Guapira nitida","LC"
"816","Guapira opposita","LC"
"817","Guarea grandifolia","LC"
"818","Guatteria gamosepala","LC"
"819","Guettarda deamii","LC"
"820","Guettarda macrantha","LC"
"821","Guettarda macrosperma","LC"
"822","Guettarda subcapitata","LC"
"823","Guettarda viburnoides","LC"
"824","Guibourtia hymenaefolia","LC"
"825","Gymnanthes actinostemoides","LC"
"826","Gymnanthes boticario","LC"
"827","Gymnanthes discolor","LC"
"828","Gymnanthes edwalliana","LC"
"829","Gymnanthes klotzschiana","LC"
"830","Gymnanthes nervosa","LC"
"831","Gymnanthes schottiana","LC"
"832","Hamelia axillaris","LC"
"833","Hampea longipes","LC"
"834","Handroanthus barbatus","LC"
"835","Handroanthus catarinensis","LC"
"836","Handroanthus chrysanthus","LC"
"837","Handroanthus chrysotrichus","LC"
"838","Handroanthus guayacan","LC"
"839","Handroanthus ochraceus","LC"
"840","Handroanthus pulcherrimus","LC"
"841","Handroanthus selachidentatus","LC"
"842","Handroanthus serratifolius","LC"
"843","Hasseltiopsis dioica","LC"
"844","Havardia albicans","LC"
"845","Hebepetalum humiriifolium","LC"
"846","Hedyosmum brasiliense","LC"
"847","Heisteria citrifolia","LC"
"848","Heisteria media","LC"
"849","Heisteria nitida","LC"
"850","Heisteria pentandra","LC"
"851","Helicostylis pedunculata","LC"
"852","Helicteres brevispira","LC"
"853","Helicteres corylifolia","LC"
"854","Helicteres guazumifolia","LC"
"855","Helicteres lhotzkyana","LC"
"856","Helicteres muscosa","LC"
"857","Helietta apiculata","LC"
"858","Helietta puberula","LC"
"859","Heliocarpus popayanensis","LC"
"860","Hennecartia omphalandra","LC"
"861","Henriettea patrisiana","LC"
"862","Henriettea prancei","LC"
"863","Henriettea ramiflora","LC"
"864","Henriettea steyermarkii","LC"
"865","Hesperalbizia occidentalis","LC"
"866","Heterocoma ekmaniana","EN"
"867","Hillia illustris","LC"
"868","Himatanthus semilunatus","LC"
"869","Hintonia lumaeana","LC"
"870","Hirtella eriandra","LC"
"871","Hirtella excelsa","LC"
"872","Hirtella gracilipes","LC"
"873","Hirtella hoehnei","LC"
"874","Hirtella juruensis","VU"
"875","Hirtella macrophylla","LC"
"876","Hirtella piresii","LC"
"877","Hirtella rodriguesii","LC"
"878","Hirtella triandra","LC"
"879","Hortia oreadica","LC"
"880","Huberia semiserrata","LC"
"881","Huberodendron swietenioides","LC"
"882","Hybosema robustum","EN"
"883","Hymenaea intermedia","LC"
"884","Hymenaea reticulata","LC"
"885","Hymenolobium excelsum","LC"
"886","Hymenolobium nitidum","LC"
"887","Hymenolobium pulcherrimum","LC"
"888","Hymenolobium sericeum","LC"
"889","Hyperbaena winzerlingii","LC"
"890","Hyptidendron glutinosum","LC"
"891","Idiothamnus pseudorgyalis","LC"
"892","Ilex asperula","LC"
"893","Ilex belizensis","EN"
"894","Ilex brevicuspis","LC"
"895","Ilex dumosa","LC"
"896","Ilex theezans","LC"
"897","Inga brevipes","LC"
"898","Inga cabrerae","LC"
"899","Inga calderonii","LC"
"900","Inga chrysantha","LC"
"901","Inga dasycarpa","LC"
"902","Inga flexuosa","LC"
"903","Inga grandiflora","LC"
"904","Inga lactifera","LC"
"905","Inga latibracteata","LC"
"906","Inga longiflora","LC"
"907","Inga melinonis","LC"
"908","Inga mexicana","LC"
"909","Inga striolata","LC"
"910","Inga xalapensis","LC"
"911","Inga ynga","LC"
"912","Iryanthera grandis","LC"
"913","Iryanthera laevis","LC"
"914","Iryanthera paradoxa","LC"
"915","Isertia haenkeana","LC"
"916","Ixora spruceana","LC"
"917","Ixora ulei","LC"
"918","Ixora venulosa","LC"
"919","Jacaratia corumbensis","LC"
"920","Jacaratia heptaphylla","LC"
"921","Jacquinia arborea","LC"
"922","Jatropha gaumeri","LC"
"923","Jatropha mollissima","LC"
"924","Karwinskia calderonii","LC"
"925","Kaunia rufescens","LC"
"926","Kielmeyera coriacea","LC"
"927","Kielmeyera grandiflora","LC"
"928","Kielmeyera juruenensis","LC"
"929","Kielmeyera pulcherrima","EN"
"930","Kielmeyera rosea","LC"
"931","Kielmeyera rubriflora","LC"
"932","Koanophyllon albicaulis","LC"
"933","Koanophyllon galeottii","LC"
"934","Koanophyllon solidaginoides","LC"
"935","Koanophyllon tinctorium","LC"
"936","Kutchubaea insignis","LC"
"937","Kutchubaea sericantha","LC"
"938","Lacistema hasslerianum","LC"
"939","Lacunaria jenmanii","LC"
"940","Lacunaria macrostachya","LC"
"941","Ladenbergia chapadensis","LC"
"942","Ladenbergia graciliflora","LC"
"943","Laetia americana","LC"
"944","Laetia cupulata","LC"
"945","Laetia procera","LC"
"946","Laetia thamnia","LC"
"947","Lafoensia vandelliana","LC"
"948","Lamanonia brasiliensis","EN"
"949","Larrea divaricata","LC"
"950","Latua pubiflora","LC"
"951","Laureliopsis philippiana","LC"
"952","Leandra aurea","LC"
"953","Leandra carassana","LC"
"954","Leandra crenata","LC"
"955","Leandra fallax","LC"
"956","Leandra fragilis","LC"
"957","Leandra purpureovillosa","LC"
"958","Leandra regnellii","LC"
"959","Leandra reitzii","LC"
"960","Leandra rufescens","LC"
"961","Lepidaploa polypleura","LC"
"962","Lepidocaryum tenue","LC"
"963","Lepidocordia williamsii","LC"
"964","Leptolobium multijugum","EN"
"965","Leucaena leucocephala","LC"
"966","Licania arborea","LC"
"967","Licania blackii","LC"
"968","Licania brittoniana","LC"
"969","Licania caudata","LC"
"970","Licania egleri","LC"
"971","Licania elliptica","LC"
"972","Licania hoehnei","LC"
"973","Licania humilis","LC"
"974","Licania maguirei","LC"
"975","Licania miltonii","VU"
"976","Licania minutiflora","LC"
"977","Licania oblongifolia","LC"
"978","Licania platypus","LC"
"979","Licania reticulata","LC"
"980","Licania sclerophylla","LC"
"981","Licaria campechiana","LC"
"982","Licaria capitata","LC"
"983","Licaria caudata","LC"
"984","Licaria excelsa","LC"
"985","Licaria glaberrima","EN"
"986","Licaria hirsuta","VU"
"987","Licaria puchury","LC"
"988","Lippia umbellata","LC"
"989","Lithrea brasiliensis","LC"
"990","Lithrea caustica","LC"
"991","Lithrea molleoides","LC"
"992","Lonchocarpus brenesii","LC"
"993","Lonchocarpus cultratus","LC"
"994","Lonchocarpus lasiotropis","LC"
"995","Lonchocarpus latifolius","LC"
"996","Lonchocarpus longipedicellatus","LC"
"997","Lonchocarpus longistylus","LC"
"998","Lonchocarpus schiedeanus","LC"
"999","Lonchocarpus violaceus","LC"
"1000","Lophozonia alpina","LC"
"1001","Lophozonia glauca","LC"
"1002","Lophozonia macrocarpa","LC"
"1003","Lophozonia obliqua","LC"
"1004","Lorencea guatemalensis","LC"
"1005","Luehea conwentzii","LC"
"1006","Luehea crispa","EN"
"1007","Luehea divaricata","LC"
"1008","Luehea grandiflora","LC"
"1009","Luehea microcarpa","LC"
"1010","Lueheopsis duckeana","LC"
"1011","Lueheopsis hoehnei","LC"
"1012","Luetzelburgia andrade","LC"
"1013","Luetzelburgia guaissara","LC"
"1014","Luetzelburgia praecox","LC"
"1015","Lychnophora ericoides","LC"
"1016","Lycium boerhaviifolium","LC"
"1017","Lycium cestroides","LC"
"1018","Lycium glomeratum","LC"
"1019","Lysiloma microphylla","LC"
"1020","Lysiloma tergemina","LC"
"1021","Lytocaryum hoehnei","LC"
"1022","Mabea anomala","LC"
"1023","Mabea elegans","LC"
"1024","Mabea excelsa","LC"
"1025","Mabea fistulifera","LC"
"1026","Mabea occidentalis","LC"
"1027","Mabea paniculata","LC"
"1028","Machaerium chiapense","LC"
"1029","Machaerium hatschbachii","LC"
"1030","Machaerium mucronulatum","LC"
"1031","Machaerium stipitatum","LC"
"1032","Machaonia erythrocarpa","LC"
"1033","Macrolobium urupaense","LC"
"1034","Magnolia zamudioi","EN"
"1035","Malmeanthus subintegerrimus","LC"
"1036","Malouetia cestroides","LC"
"1037","Malpighia emarginata","LC"
"1038","Malpighia incana","LC"
"1039","Malpighia macrocarpa","LC"
"1040","Malpighia mexicana","LC"
"1041","Mammea americana","LC"
"1042","Manihot foetida","EN"
"1043","Manihot grahamii","LC"
"1044","Manihot guaranitica","LC"
"1045","Manihot jacobinensis","LC"
"1046","Maprounea brasiliensis","LC"
"1047","Margaritaria nobilis","LC"
"1048","Margaritopsis astrellantha","LC"
"1049","Margaritopsis boliviana","LC"
"1050","Margaritopsis deinocalyx","LC"
"1051","Margaritopsis inconspicua","LC"
"1052","Mariosousa usumacintensis","LC"
"1053","Marlierea bipennis","LC"
"1054","Marlierea caudata","LC"
"1055","Marlierea excoriata","LC"
"1056","Marlierea glabra","LC"
"1057","Marlierea krapovickae","EN"
"1058","Marlierea lituatinervia","LC"
"1059","Marlierea riedeliana","LC"
"1060","Marlierea spruceana","LC"
"1061","Marlierea suaveolens","LC"
"1062","Marlierea tomentosa","LC"
"1063","Marlierea umbraticola","LC"
"1064","Marlierea velutina","LC"
"1065","Martiodendron elatum","LC"
"1066","Matayba arborescens","LC"
"1067","Matayba spruceana","LC"
"1068","Mauritia flexuosa","LC"
"1069","Mauritiella armata","LC"
"1070","Maytenus belizensis","LC"
"1071","Maytenus cassineformis","LC"
"1072","Maytenus chapadensis","EN"
"1073","Maytenus chiapensis","LC"
"1074","Maytenus dasyclada","LC"
"1075","Maytenus ebenifolia","LC"
"1076","Maytenus evonymoides","LC"
"1077","Maytenus floribunda","LC"
"1078","Maytenus glaucescens","LC"
"1079","Maytenus gonoclada","LC"
"1080","Maytenus ilicifolia","LC"
"1081","Maytenus littoralis","EN"
"1082","Maytenus magellanica","LC"
"1083","Maytenus matudae","EN"
"1084","Maytenus patens","LC"
"1085","Maytenus purpusii","LC"
"1086","Maytenus rigida","LC"
"1087","Maytenus schippii","LC"
"1088","Maytenus schumanniana","LC"
"1089","Maytenus stipitata","EN"
"1090","Maytenus tikalensis","EN"
"1091","Megastigma skinneri","LC"
"1092","Melicoccus oliviformis","LC"
"1093","Meliosma dentata","LC"
"1094","Meliosma echeverriae","LC"
"1095","Mezilaurus crassiramea","LC"
"1096","Mezilaurus itauba","LC"
"1097","Mezilaurus synandra","LC"
"1098","Miconia acuminata","LC"
"1099","Miconia alata","LC"
"1100","Miconia biglandulosa","LC"
"1101","Miconia chinantlana","LC"
"1102","Miconia cinerascens","LC"
"1103","Miconia collatata","LC"
"1104","Miconia crassinervia","LC"
"1105","Miconia cuspidata","LC"
"1106","Miconia diaphanea","LC"
"1107","Miconia dicrophylla","LC"
"1108","Miconia eichleri","LC"
"1109","Miconia elata","LC"
"1110","Miconia fasciculata","LC"
"1111","Miconia ferruginata","LC"
"1112","Miconia fulvostellata","LC"
"1113","Miconia kavanayensis","LC"
"1114","Miconia laevigata","LC"
"1115","Miconia lanata","LC"
"1116","Miconia macrothyrsa","LC"
"1117","Miconia matthaei","LC"
"1118","Miconia mattogrossensis","LC"
"1119","Miconia mexicana","LC"
"1120","Miconia oinochrophylla","LC"
"1121","Miconia oligocephala","LC"
"1122","Miconia paucidens","LC"
"1123","Miconia petropolitana","LC"
"1124","Miconia prancei","LC"
"1125","Miconia pusilliflora","LC"
"1126","Miconia ramboi","LC"
"1127","Miconia rimachii","LC"
"1128","Miconia staminea","LC"
"1129","Miconia stellulata","LC"
"1130","Miconia tetragona","LC"
"1131","Miconia tetrasperma","LC"
"1132","Miconia tetraspermoides","LC"
"1133","Miconia theizans","LC"
"1134","Miconia tiliifolia","LC"
"1135","Miconia tristis","LC"
"1136","Miconia willdenowii","LC"
"1137","Miconia woytkowskii","LC"
"1138","Microlobius foetidus","LC"
"1139","Micropholis mensalis","LC"
"1140","Mimosa acutistipula","LC"
"1141","Mimosa bahamensis","LC"
"1142","Mimosa balduinii","VU"
"1143","Mimosa decorticans","EN"
"1144","Mimosa distachya","LC"
"1145","Mimosa flocculosa","LC"
"1146","Mimosa glutinosa","LC"
"1147","Mimosa incana","LC"
"1148","Mimosa interrupta","LC"
"1149","Mimosa manidea","LC"
"1150","Mimosa micropteris","LC"
"1151","Mimosa regina","EN"
"1152","Mimosa scabrella","LC"
"1153","Mollinedia acutissima","LC"
"1154","Mollinedia blumenaviana","LC"
"1155","Mollinedia boracensis","LC"
"1156","Mollinedia calodonta","LC"
"1157","Mollinedia eugeniifolia","EN"
"1158","Mollinedia fruticulosa","LC"
"1159","Mollinedia howeana","EN"
"1160","Mollinedia luizae","EN"
"1161","Mollinedia pallida","EN"
"1162","Monilicarpa brasiliana","LC"
"1163","Montanoa grandiflora","LC"
"1164","Montanoa hexagona","LC"
"1165","Montanoa tomentosa","LC"
"1166","Monvillea euchlora","LC"
"1167","Monvillea spegazzinii","LC"
"1168","Moquiniastrum floribundum","LC"
"1169","Moquiniastrum paniculatum","LC"
"1170","Moquiniastrum pulchrum","LC"
"1171","Moquiniastrum sordidum","LC"
"1172","Moquiniastrum velutinum","LC"
"1173","Morella lindeniana","LC"
"1174","Mortoniodendron guatemalense","LC"
"1175","Mortoniodendron vestitum","LC"
"1176","Mosiera contrerasii","EN"
"1177","Mouriri apiranga","LC"
"1178","Mouriri gardneri","LC"
"1179","Mouriri glazioviana","LC"
"1180","Mouriri muelleri","EN"
"1181","Mouriri pranceana","VU"
"1182","Moutabea excoriata","LC"
"1183","Muellera campestris","LC"
"1184","Muellera gracilliflora","EN"
"1185","Muellera monilis","LC"
"1186","Muellera nudiflora","LC"
"1187","Muellera sericea","LC"
"1188","Muellera variabilis","EN"
"1189","Muntingia calabura","LC"
"1190","Myracrodruon balansae","LC"
"1191","Myracrodruon urundeuva","LC"
"1192","Myrceugenia alpigena","LC"
"1193","Myrceugenia bananalensis","EN"
"1194","Myrceugenia bocaiuvensis","EN"
"1195","Myrceugenia chrysocarpa","LC"
"1196","Myrceugenia colchaguensis","LC"
"1197","Myrceugenia euosma","LC"
"1198","Myrceugenia exsucca","LC"
"1199","Myrceugenia foveolata","LC"
"1200","Myrceugenia glaucescens","LC"
"1201","Myrceugenia hamoniana","EN"
"1202","Myrceugenia hoehnei","LC"
"1203","Myrceugenia lanceolata","LC"
"1204","Myrceugenia myrtoides","LC"
"1205","Myrceugenia oxysepala","LC"
"1206","Myrceugenia planipes","LC"
"1207","Myrceugenia reitzii","LC"
"1208","Myrceugenia seriatoramosa","LC"
"1209","Myrceugenia venosa","LC"
"1210","Myrcia anacardiifolia","LC"
"1211","Myrcia atropilosa","EN"
"1212","Myrcia brasiliae","EN"
"1213","Myrcia brasiliensis","LC"
"1214","Myrcia calyptranthoides","LC"
"1215","Myrcia catharinensis","LC"
"1216","Myrcia cujabensis","LC"
"1217","Myrcia eugeniopsoides","LC"
"1218","Myrcia fenzliana","LC"
"1219","Myrcia filibracteata","EN"
"1220","Myrcia flagellaris","LC"
"1221","Myrcia freyreissiana","LC"
"1222","Myrcia grandifolia","LC"
"1223","Myrcia hartwegiana","LC"
"1224","Myrcia hatschbachii","LC"
"1225","Myrcia hebepetala","LC"
"1226","Myrcia hoffmannseggii","EN"
"1227","Myrcia ilheosensis","LC"
"1228","Myrcia lajeana","LC"
"1229","Myrcia lucida","LC"
"1230","Myrcia lutescens","LC"
"1231","Myrcia mansoniana","LC"
"1232","Myrcia multipunctata","LC"
"1233","Myrcia oblongata","LC"
"1234","Myrcia oligantha","LC"
"1235","Myrcia paracatuensis","LC"
"1236","Myrcia pubescens","LC"
"1237","Myrcia pulchra","LC"
"1238","Myrcia reitzii","LC"
"1239","Myrcia spectabilis","LC"
"1240","Myrcia squamata","LC"
"1241","Myrcia tijucensis","LC"
"1242","Myrcia vellozoi","LC"
"1243","Myrcianthes cisplatensis","LC"
"1244","Myrcianthes gigantea","LC"
"1245","Myrciaria tenella","LC"
"1246","Myriocarpa bifurca","LC"
"1247","Myriocarpa stipitata","LC"
"1248","Myrocarpus frondosus","LC"
"1249","Myrocarpus venezuelensis","LC"
"1250","Myrsine altomontana","LC"
"1251","Myrsine balansae","LC"
"1252","Myrsine coriacea","LC"
"1253","Myrsine gardneriana","LC"
"1254","Myrsine guianensis","LC"
"1255","Myrsine laetevirens","LC"
"1256","Myrsine lancifolia","LC"
"1257","Myrsine loefgrenii","LC"
"1258","Myrsine matensis","LC"
"1259","Myrsine monticola","LC"
"1260","Myrsine squarrosa","LC"
"1261","Naucleopsis inaequalis","LC"
"1262","Naucleopsis jamariensis","LC"
"1263","Naucleopsis macrophylla","LC"
"1264","Naucleopsis ternstroemiflora","LC"
"1265","Nectandra grandiflora","LC"
"1266","Neea choriophylla","LC"
"1267","Neea fagifolia","LC"
"1268","Neea hermaphrodita","LC"
"1269","Neea madeirana","LC"
"1270","Neea obovata","LC"
"1271","Neea pendulina","LC"
"1272","Neea stenophylla","LC"
"1273","Neea theifera","LC"
"1274","Neocabreria pennivenia","LC"
"1275","Neocalyptrocalyx leprieurii","LC"
"1276","Neomitranthes gemballae","LC"
"1277","Neomitranthes glomerata","LC"
"1278","Neomitranthes gracilis","LC"
"1279","Neomitranthes obscura","LC"
"1280","Nycticalanthus speciosus","LC"
"1281","Ochthocosmus barrae","LC"
"1282","Ocotea acuminatissima","LC"
"1283","Ocotea bicolor","LC"
"1284","Ocotea botrantha","LC"
"1285","Ocotea chiapensis","LC"
"1286","Ocotea daphnifolia","LC"
"1287","Ocotea floribunda","LC"
"1288","Ocotea frondosa","LC"
"1289","Ocotea helicterifolia","LC"
"1290","Ocotea lancifolia","LC"
"1291","Ocotea laxa","LC"
"1292","Ocotea leucoxylon","LC"
"1293","Ocotea lobbii","LC"
"1294","Ocotea nectandrifolia","LC"
"1295","Ocotea nunesiana","LC"
"1296","Ocotea odorifera","LC"
"1297","Ocotea parvula","EN"
"1298","Ocotea platyphylla","EN"
"1299","Ocotea pomaderroides","LC"
"1300","Ocotea pulchella","LC"
"1301","Ocotea salvinii","LC"
"1302","Ocotea silvestris","LC"
"1303","Ocotea spectabilis","LC"
"1304","Ocotea spixiana","LC"
"1305","Ocotea standleyi","LC"
"1306","Ocotea subalata","EN"
"1307","Ocotea tonii","EN"
"1308","Ocotea tristis","LC"
"1309","Ocotea truncata","EN"
"1310","Ocotea vaccinioides","LC"
"1311","Ocotea velloziana","LC"
"1312","Ocotea viburnoides","LC"
"1313","Oenocarpus bataua","LC"
"1314","Oenocarpus distichus","LC"
"1315","Oenocarpus minor","LC"
"1316","Olmediella betschleriana","LC"
"1317","Ophthalmoblapton crassipes","LC"
"1318","Oreopanax fulvus","LC"
"1319","Oreopanax guatemalensis","LC"
"1320","Oreopanax platyphyllus","LC"
"1321","Ormosia grossa","LC"
"1322","Ormosia holerythra","LC"
"1323","Ormosia isthmensis","LC"
"1324","Ormosia schippii","LC"
"1325","Orthion subsessile","LC"
"1326","Osmanthus americanus","LC"
"1327","Ossaea marginata","LC"
"1328","Otholobium glandulosum","LC"
"1329","Ottoschulzia pallida","LC"
"1330","Ouratea castaneifolia","LC"
"1331","Ouratea claudei","LC"
"1332","Ouratea discophora","LC"
"1333","Ouratea hexasperma","LC"
"1334","Ouratea hoehnei","VU"
"1335","Ouratea mexicana","LC"
"1336","Ouratea simulans","LC"
"1337","Ouratea spectabilis","LC"
"1338","Ovidia andina","LC"
"1339","Oxandra major","LC"
"1340","Oxandra sessiliflora","LC"
"1341","Pachira glabra","LC"
"1342","Pachira paraensis","LC"
"1343","Pachycereus pecten","LC"
"1344","Pachythamnus crassirameus","LC"
"1345","Pagamea duckei","LC"
"1346","Palicourea affinis","LC"
"1347","Palicourea anisoloba","LC"
"1348","Palicourea crocea","LC"
"1349","Palicourea croceoides","LC"
"1350","Palicourea guianensis","LC"
"1351","Palicourea heydei","EN"
"1352","Palicourea macrobotrys","LC"
"1353","Palicourea nitidella","LC"
"1354","Palicourea rigida","LC"
"1355","Palicourea sessilis","LC"
